iter	RMSE
601	0.5479126839
602	0.5470199312
603	0.5460668692
604	0.5452083238
605	0.5441652764
606	0.5437371047
607	0.5433782581
608	0.5424479391
609	0.5416112883
610	0.5403258894
611	0.5396336923
612	0.5386754462
613	0.5375512709
614	0.5363851824
615	0.535849707
616	0.5345914086
617	0.5342528098
618	0.5332829314
619	0.5319095263
620	0.5312580035
621	0.5301249305
622	0.5294147141
623	0.5289215279
624	0.5281723701
625	0.527661529
626	0.5270769526
627	0.5259406665
628	0.5250793261
629	0.523840032
630	0.5230787895
631	0.5226776334
632	0.5222990405
633	0.5215016142
634	0.5209335054
635	0.5200233846
636	0.5189279225
637	0.5181670439
638	0.5174339572
639	0.5170730733
640	0.5166829956
641	0.5154621441
642	0.5150531488
643	0.5139984548
644	0.5131145239
645	0.5124559471
646	0.5120602242
647	0.5108175354
648	0.5104435316
649	0.5100636024
650	0.5093662021
651	0.5090430198
652	0.5084008866
653	0.5072029455
654	0.506587398
655	0.5060018152
656	0.5054445176
657	0.504721789
658	0.5037854047
659	0.5029369292
660	0.5021633257
661	0.5011373188
662	0.5001896369
663	0.499100661
664	0.4987762588
665	0.4984133423
666	0.4978292663
667	0.4968138512
668	0.4957139216
669	0.4950729254
670	0.4942412188
671	0.4938900204
672	0.4934239625
673	0.4925562942
674	0.4917510497
675	0.490958111
676	0.4899554128
677	0.4892535978
678	0.4885490309
679	0.4875956074
680	0.4867780501
681	0.4861149073
682	0.4852413414
683	0.4847252781
684	0.4840271705
685	0.4836724817
686	0.4832756181
687	0.4827582846
688	0.4822830056
689	0.4817486301
690	0.4808220262
691	0.480190745
692	0.4793937817
693	0.4787804487
694	0.478096461
695	0.4770549049
696	0.4765367622
697	0.4757367702
698	0.4754362935
699	0.4749546146
700	0.4742175878
701	0.4736911387
702	0.4734435695
703	0.4730236721
704	0.4726651582
705	0.4718018377
706	0.4713284808
707	0.4706550763
708	0.4702370555
709	0.4692115211
710	0.4684500587
711	0.4677284172
712	0.4670331326
713	0.4664559637
714	0.465914582
715	0.4652260612
716	0.4645881537
717	0.4639119154
718	0.463565685
719	0.4631823678
720	0.4624491296
721	0.4621212771
722	0.4617750934
723	0.4613084545
724	0.4606376563
725	0.4599540165
726	0.4591899973
727	0.4587337832
728	0.4583200034
729	0.457424216
730	0.4567055241
731	0.4564276632
732	0.455502945
733	0.4552310999
734	0.4546666566
735	0.4538562579
736	0.4532514773
737	0.4527795687
738	0.4524838235
739	0.45168758
740	0.4514246611
741	0.4507851337
742	0.4499992392
743	0.4494402071
744	0.4492000135
745	0.4487371431
746	0.4484945083
747	0.4479377158
748	0.4477394931
749	0.4473472304
750	0.4466372945
751	0.4458617215
752	0.4450577524
753	0.444280093
754	0.4435061671
755	0.4432993165
756	0.4428174037
757	0.4423287248
758	0.4416828166
759	0.441240134
760	0.4407986674
761	0.4400425434
762	0.4397347949
763	0.4389734968
764	0.4383156298
765	0.438019079
766	0.4371133436
767	0.4366009081
768	0.4362972035
769	0.4356210439
770	0.4354583604
771	0.4347631136
772	0.4344053879
773	0.4338131801
774	0.4332572826
775	0.4326956348
776	0.4321366791
777	0.4315452786
778	0.4308017541
779	0.4303544812
780	0.429893864
781	0.4294971649
782	0.4285813051
783	0.4280751115
784	0.4277140858
785	0.4270129645
786	0.4265517489
787	0.4259504307
788	0.4253364181
789	0.4246295969
790	0.4241832309
791	0.4237778112
792	0.4231210197
793	0.4225572019
794	0.4219013203
795	0.4213743462
796	0.421062623
797	0.4204936059
798	0.4200904389
799	0.4199176439
800	0.4191251878
801	0.4185293541
802	0.4182075928
803	0.4178050618
804	0.4174616572
805	0.4168629327
806	0.4164668092
807	0.4163182981
808	0.4155206464
809	0.4152068537
810	0.4146762185
811	0.4142549478
812	0.4136561228
813	0.4133938565
814	0.412957433
815	0.4121856867
816	0.4117882034
817	0.4112695834
818	0.4107758528
819	0.4103625065
820	0.4098131498
821	0.409185653
822	0.4087052782
823	0.4082208611
824	0.4077569364
825	0.4074931762
826	0.40725063
827	0.4068432136
828	0.4065679754
829	0.4061401603
830	0.4059985414
831	0.4053295131
832	0.4050767884
833	0.4047591224
834	0.4040351222
835	0.4032513406
836	0.4028274764
837	0.4020583835
838	0.4014508133
839	0.4008265011
840	0.4003970553
841	0.3999451905
842	0.3995685338
843	0.3989735196
844	0.3982724675
845	0.3976474805
846	0.3973294184
847	0.3969218169
848	0.3963459073
849	0.3958985584
850	0.3954365948
851	0.3950360193
852	0.394516558
853	0.3940398813
854	0.3935503678
855	0.3930355017
856	0.3924016652
857	0.392113809
858	0.3919501309
859	0.3914717129
860	0.3910288543
861	0.3905272688
862	0.3901188087
863	0.389613028
864	0.3890974091
865	0.3883711421
866	0.3880939806
867	0.3874850764
868	0.3870338926
869	0.3866391412
870	0.3862227736
871	0.3860425128
872	0.385938121
873	0.3855491945
874	0.3852015305
875	0.3845509015
876	0.3839699164
877	0.3836375831
878	0.3829662663
879	0.3826178953
880	0.3823018565
881	0.3817996811
882	0.3812358469
883	0.3806195467
884	0.3799289479
885	0.3794177406
886	0.3792539358
887	0.3786896597
888	0.3782810516
889	0.3777296575
890	0.3774403582
891	0.3771973061
892	0.3771332992
893	0.3769723031
894	0.3767889635
895	0.3764760415
896	0.3762035621
897	0.3759161209
898	0.3755635866
899	0.375060646
900	0.374531697
901	0.374086854
902	0.3735728182
903	0.3734176091
904	0.3730008325
905	0.3724044378
906	0.3720365166
907	0.3718739362
908	0.3714969979
909	0.3709406867
910	0.3704915825
911	0.3700427134
912	0.3694888613
913	0.3694364229
914	0.3691431894
915	0.3687268274
916	0.3685871519
917	0.3681899709
918	0.3677046186
919	0.3675094243
920	0.367071783
921	0.3664952238
922	0.3662033485
923	0.3655907033
924	0.3652483577
925	0.3649944315
926	0.3646349831
927	0.3643205607
928	0.3641329266
929	0.3636347183
930	0.3633244796
931	0.3629254997
932	0.3626330405
933	0.3622138886
934	0.3618457485
935	0.3614178809
936	0.3611150106
937	0.3607058735
938	0.3603358654
939	0.3602350988
940	0.3598045731
941	0.3594894035
942	0.3592315509
943	0.3591030205
944	0.3587287988
945	0.3581215143
946	0.3580096989
947	0.3576488323
948	0.356990391
949	0.3563871962
950	0.3559476337
951	0.3554810098
952	0.3551782254
953	0.3549011062
954	0.3544684989
955	0.3538010479
956	0.3535436398
957	0.3533184938
958	0.3530297939
959	0.3527368787
960	0.3522825512
961	0.3516859292
962	0.3512466147
963	0.3507390533
964	0.3506455738
965	0.3501336426
966	0.349655309
967	0.349256578
968	0.34915541
969	0.3486843511
970	0.3482233704
971	0.3480885002
972	0.3476450088
973	0.3474544049
974	0.3471535883
975	0.3470504503
976	0.3465367645
977	0.3462814753
978	0.3457726145
979	0.3454360702
980	0.345106555
981	0.345013069
982	0.3449332683
983	0.3446198041
984	0.3439884563
985	0.3436046345
986	0.3431885229
987	0.3428891245
988	0.3424669102
989	0.3419147782
990	0.3415321378
991	0.3410602467
992	0.3405268551
993	0.3399938242
994	0.3394911289
995	0.3390623082
996	0.3388148907
997	0.3384975203
998	0.3380759839
999	0.3378910214
